price,area_m2,bedrooms,bathrooms,parking,price/m2,neighborhood
380000,118,3,2,2,3220.34,PATRIOLINO RIBEIRO
260000,73,3,2,1,3561.64,MESSEJANA
450000,109,3,3,2,4128.44,COCO
650000,90,3,2,2,7222.22,PATRIOLINO RIBEIRO
550000,177,3,4,2,3107.34,MEIRELES
110000,70,3,2,1,1571.43,EDSON QUEIROZ
768710,81,3,2,2,9490.25,ALDEOTA
120000,84,3,2,1,1428.57,CAJAZEIRAS
793000,79,3,3,2,10037.97,MEIRELES
550000,126,3,4,2,4365.08,ALDEOTA
350000,100,3,2,1,3500.0,PAPICU
299999,103,4,3,1,2912.61,DIONISIO TORRES
450000,120,3,3,1,3750.0,PAPICU
900000,138,3,5,3,6521.74,PAPICU
200000,57,3,2,1,3508.77,MARAPONGA
609210,70,2,3,2,8703.0,PATRIOLINO RIBEIRO
240000,67,3,2,1,3582.09,MARAPONGA
420000,75,3,3,2,5600.0,ALDEOTA
255000,65,3,2,2,3923.08,MESSEJANA
539000,81,3,3,2,6654.32,ENG LUCIANO CAVALCANTE
549999,65,2,3,2,8461.52,ALDEOTA
529000,77,3,3,2,6870.13,ALDEOTA
480001,114,3,3,2,4210.54,ALDEOTA
370000,64,3,2,2,5781.25,SAO GERARDO
410000,70,2,3,2,5857.14,PARQUE IRACEMA
700000,236,3,4,6,2966.1,MEIRELES
600000,126,3,3,2,4761.9,COCO
270000,62,3,2,2,4354.84,PARANGABA
348000,73,3,2,2,4767.12,COCO
125000,59,2,2,1,2118.64,VICENTE PINZON
350000,122,2,2,1,2868.85,COCO
220000,63,3,2,1,3492.06,MONDUBIM
155000,60,2,2,1,2583.33,LAGOA REDONDA
210000,69,3,2,2,3043.48,CAMBEBA
690000,77,3,3,2,8961.04,COCO
250000,56,3,2,2,4464.29,JOSE DE ALENCAR
680000,75,3,3,2,9066.67,MEIRELES
550000,87,2,3,2,6321.84,ALDEOTA
475000,124,3,3,2,3830.65,PRAIA DE IRACEMA
360000,90,3,2,1,4000.0,JOSE BONIFACIO
750000,150,3,4,2,5000.0,MEIRELES
309000,68,3,3,2,4544.12,PAPICU
315000,68,3,3,2,4632.35,PAPICU
274999,56,2,2,1,4910.7,PAPICU
654000,100,3,3,2,6540.0,JOSE DE ALENCAR
495000,140,3,4,3,3535.71,COCO
550000,130,3,3,2,4230.77,PATRIOLINO RIBEIRO
530000,128,3,4,2,4140.62,ALDEOTA
350000,70,2,2,1,5000.0,MEIRELES
649000,103,3,4,2,6300.97,PARQUE IRACEMA
479999,145,4,4,2,3310.34,DIONISIO TORRES
430000,70,3,2,2,6142.86,DIONISIO TORRES
319000,55,2,2,2,5800.0,PAPICU
740000,147,3,5,3,5034.01,ALDEOTA
350000,112,3,3,2,3125.0,PAPICU
620000,91,3,3,2,6813.19,CIDADE DOS FUNCIONARIOS
449000,62,2,2,2,7241.94,MEIRELES
369999,70,3,2,2,5285.7,PARQUE IRACEMA
270000,116,3,1,2,2327.59,FATIMA
420000,110,3,1,2,3818.18,FATIMA
690000,125,3,5,3,5520.0,JOAQUIM TAVORA
299000,68,3,3,2,4397.06,PAPICU
235000,55,2,2,2,4272.73,PARQUE DOIS IRMAOS
350000,53,2,3,2,6603.77,JOAQUIM TAVORA
330000,112,3,3,2,2946.43,PAPICU
360000,95,3,4,2,3789.47,SAPIRANGA COITE
650000,183,3,2,2,3551.91,PAPICU
580000,92,3,3,2,6304.35,FATIMA
109000,62,2,1,1,1758.06,MESSEJANA
669000,204,3,4,3,3279.41,ALDEOTA
160000,67,2,1,1,2388.06,MONTESE
450000,71,3,3,2,6338.03,PATRIOLINO RIBEIRO
390000,108,3,3,2,3611.11,COCO
548905,75,3,3,2,7318.73,ENG LUCIANO CAVALCANTE
390000,75,3,2,2,5200.0,EDSON QUEIROZ
460000,113,3,4,1,4070.8,PAPICU
399999,76,3,3,2,5263.14,PATRIOLINO RIBEIRO
580000,150,3,5,2,3866.67,ALDEOTA
470000,71,3,4,2,6619.72,PATRIOLINO RIBEIRO
190000,66,3,2,1,2878.79,CAJAZEIRAS
900000,184,3,5,3,4891.3,ALDEOTA
540000,105,3,4,2,5142.86,CIDADE DOS FUNCIONARIOS
560000,116,3,4,2,4827.59,PATRIOLINO RIBEIRO
525000,48,2,1,1,10937.5,MEIRELES
380000,67,3,3,2,5671.64,PAPICU
200000,63,3,1,2,3174.6,PAPICU
380000,119,3,4,2,3193.28,PAPICU
215000,59,3,2,2,3644.07,MONDUBIM
360000,70,2,2,1,5142.86,JOSE BONIFACIO
483926,76,3,1,2,6367.45,BENFICA
420000,81,3,3,2,5185.19,EDSON QUEIROZ
400000,75,2,1,1,5333.33,PRAIA DE IRACEMA
449999,83,3,3,2,5421.67,PAPICU
730000,94,3,4,2,7765.96,ALDEOTA
420000,70,3,3,2,6000.0,PATRIOLINO RIBEIRO
525000,74,3,3,2,7094.59,ENG LUCIANO CAVALCANTE
300000,90,3,3,2,3333.33,ENG LUCIANO CAVALCANTE
330000,83,3,2,1,3975.9,ALDEOTA
230000,86,3,3,1,2674.42,PAPICU
320000,116,3,2,1,2758.62,DAMAS
720000,183,3,4,3,3934.43,DIONISIO TORRES
480000,82,3,4,2,5853.66,PATRIOLINO RIBEIRO
480000,83,3,4,2,5783.13,PATRIOLINO RIBEIRO
456000,74,3,2,2,6162.16,PATRIOLINO RIBEIRO
685000,79,3,3,2,8670.89,ALDEOTA
160000,66,3,2,1,2424.24,MESSEJANA
350000,134,3,3,2,2611.94,ALDEOTA
690000,220,3,3,2,3136.36,MEIRELES
220000,90,3,1,1,2444.44,DAMAS
362087,68,3,1,2,5324.81,JOQUEI CLUBE
350000,134,3,3,2,2611.94,ALDEOTA
420000,90,3,3,2,4666.67,DIONISIO TORRES
390000,59,2,2,1,6610.17,PAPICU
280000,105,3,2,1,2666.67,PAPICU
750000,140,3,4,2,5357.14,ALDEOTA
680000,164,3,4,3,4146.34,COCO
154422,57,2,1,1,2709.16,MONDUBIM
580000,179,3,3,2,3240.22,PRAIA DO FUTURO
380000,72,2,2,2,5277.78,COCO
660000,99,3,3,2,6666.67,COCO
300000,70,3,2,2,4285.71,PASSARE
245000,56,2,2,2,4375.0,MESSEJANA
180000,36,1,1,1,5000.0,CENTRO
180000,89,4,3,1,2022.47,BENFICA
290000,130,5,4,1,2230.77,CENTRO
566000,76,3,3,2,7447.37,BENFICA
260000,70,2,2,1,3714.29,PAPICU
615000,97,3,3,2,6340.21,ALDEOTA
350000,106,3,1,1,3301.89,PARQUELANDIA
629999,112,4,3,2,5624.99,MEIRELES
733000,92,3,1,3,7967.39,COCO
600000,136,3,4,2,4411.76,MEIRELES
320000,114,3,2,2,2807.02,ALDEOTA
330000,70,2,2,2,4714.29,MUCURIPE
450000,107,3,3,2,4205.61,COCO
215000,70,3,2,1,3071.43,MONDUBIM
560000,122,3,4,2,4590.16,ALDEOTA
170000,50,2,2,1,3400.0,PASSARE
710000,91,3,3,2,7802.2,ALDEOTA
125000,46,2,1,1,2717.39,MESSEJANA
420000,91,2,3,2,4615.38,COCO
770000,130,3,4,2,5923.08,PAPICU
199000,68,3,2,2,2926.47,JOSE DE ALENCAR
791873,119,3,3,2,6654.39,ENG LUCIANO CAVALCANTE
620000,83,3,3,2,7469.88,COCO
390000,51,2,2,1,7647.06,PRAIA DE IRACEMA
758000,79,2,2,2,9594.94,MEIRELES
350000,103,3,3,1,3398.06,COCO
562000,72,3,3,2,7805.56,PRAIA DE IRACEMA
200000,63,3,2,1,3174.6,PASSARE
430000,108,3,3,2,3981.48,COCO
440000,70,2,2,1,6285.71,PATRIOLINO RIBEIRO
370000,60,2,1,1,6166.67,MEIRELES
550000,92,3,2,1,5978.26,JOAQUIM TAVORA
616000,94,3,2,2,6553.19,PRESIDENTE KENNEDY
571000,174,3,4,2,3281.61,JOAQUIM TAVORA
379990,119,3,2,2,3193.19,JOAQUIM TAVORA
350000,85,3,2,2,4117.65,ALDEOTA
165000,56,2,1,1,2946.43,PASSARE
730000,120,3,3,2,6083.33,MEIRELES
588000,111,3,4,2,5297.3,COCO
400000,130,3,4,2,3076.92,PAPICU
520000,138,2,2,2,3768.12,MEIRELES
320000,135,3,3,2,2370.37,PAPICU
514999,100,3,4,2,5149.99,EDSON QUEIROZ
335000,110,3,3,2,3045.45,ALDEOTA
440000,89,3,3,2,4943.82,COCO
600000,130,3,4,2,4615.38,VARJOTA
620000,83,3,3,2,7469.88,COCO
599000,116,3,2,2,5163.79,COCO
265000,100,3,3,1,2650.0,PAPICU
290000,94,3,1,1,3085.11,SAO JOAO DO TAUAPE
649999,115,3,4,2,5652.17,COCO
350000,90,5,3,1,3888.89,VARJOTA
290000,64,3,2,1,4531.25,DAMAS
450000,140,3,4,2,3214.29,MEIRELES
510000,116,3,2,1,4396.55,MEIRELES
270000,65,3,2,1,4153.85,MESSEJANA
350000,112,3,3,2,3125.0,PAPICU
175000,58,3,2,1,3017.24,CAMBEBA
370000,61,3,3,1,6065.57,FATIMA
300000,100,4,4,1,3000.0,PRESIDENTE KENNEDY
600000,140,3,4,2,4285.71,ALDEOTA
475000,73,3,2,2,6506.85,CIDADE DOS FUNCIONARIOS
449999,80,3,3,2,5624.99,PAPICU
485000,140,3,4,2,3464.29,ALDEOTA
215000,65,3,2,2,3307.69,MARAPONGA
564300,80,2,2,2,7053.75,MEIRELES
155000,45,2,1,1,3444.44,MARAPONGA
482188,70,3,2,2,6888.4,CIDADE DOS FUNCIONARIOS
400000,80,3,2,2,5000.0,MUCURIPE
145900,61,2,2,2,2391.8,MONDUBIM
550000,126,3,2,2,4365.08,ALDEOTA
450000,70,2,2,2,6428.57,MUCURIPE
460000,70,3,2,2,6571.43,ENG LUCIANO CAVALCANTE
315000,55,2,2,1,5727.27,PAPICU
420000,143,3,4,2,2937.06,ALDEOTA
310000,73,3,2,2,4246.58,COCO
595000,180,4,5,3,3305.56,ALDEOTA
599000,86,2,2,2,6965.12,MUCURIPE
449999,73,3,3,2,6164.37,DIONISIO TORRES
540000,72,2,2,2,7500.0,PRAIA DE IRACEMA
549999,130,4,4,2,4230.76,CAMBEBA
394999,87,3,4,2,4540.22,CAMBEBA
394999,87,3,4,2,4540.22,CAMBEBA
190000,59,2,2,2,3220.34,PAPICU
480000,90,3,5,2,5333.33,MONTE CASTELO
175000,124,3,3,1,1411.29,PASSARE
475000,84,3,2,2,5654.76,SAO GERARDO
350000,62,3,1,2,5645.16,ENG LUCIANO CAVALCANTE
220000,82,3,2,1,2682.93,MONTESE
430000,80,3,2,2,5375.0,DAMAS
250000,86,3,1,1,2906.98,MONTESE
700000,107,3,3,2,6542.06,VARJOTA
369000,110,3,3,2,3354.55,FATIMA
355000,72,3,3,2,4930.56,ENG LUCIANO CAVALCANTE
159000,57,2,2,1,2789.47,LAGOA REDONDA
340000,101,2,2,1,3366.34,MEIRELES
660000,100,3,1,3,6600.0,FATIMA
544423,77,3,1,2,7070.43,PATRIOLINO RIBEIRO
250000,120,3,4,1,2083.33,COCO
600000,96,3,4,2,6250.0,COCO
599000,75,3,2,2,7986.67,MEIRELES
370000,120,3,3,2,3083.33,ALDEOTA
713000,85,2,2,2,8388.24,VARJOTA
600000,113,3,3,2,5309.73,CIDADE DOS FUNCIONARIOS
200000,65,3,2,1,3076.92,PARANGABA
485000,75,3,2,2,6466.67,COCO
180000,60,2,2,2,3000.0,MONTESE
599999,150,4,4,2,3999.99,JOAQUIM TAVORA
649000,95,3,5,2,6831.58,CIDADE 2000
649999,92,3,3,2,7065.21,VARJOTA
220000,81,3,2,1,2716.05,MONDUBIM
395000,124,3,1,2,3185.48,JOAQUIM TAVORA
300000,110,3,2,2,2727.27,FATIMA
700000,95,3,4,2,7368.42,MESSEJANA
559000,117,3,4,2,4777.78,PATRIOLINO RIBEIRO
360000,112,3,3,2,3214.29,PAPICU
665000,106,3,3,2,6273.58,FATIMA
499999,101,4,3,2,4950.49,ALDEOTA
600000,77,2,2,2,7792.21,MEIRELES
280000,71,2,2,1,3943.66,PASSARE
599000,101,3,2,2,5930.69,CAMBEBA
465000,113,3,2,2,4115.04,ALDEOTA
390000,140,4,3,2,2785.71,PAPICU
430000,94,3,3,2,4574.47,MEIRELES
680000,113,3,2,2,6017.7,MEIRELES
260000,56,2,1,2,4642.86,JOSE DE ALENCAR
548000,154,3,5,2,3558.44,ALDEOTA
650000,168,3,5,2,3869.05,MEIRELES
699000,117,3,3,2,5974.36,ENG LUCIANO CAVALCANTE
570000,87,3,4,2,6551.72,CAMBEBA
750000,130,3,3,2,5769.23,PAPICU
265000,63,2,2,1,4206.35,PAPICU
550800,86,2,3,2,6404.65,MUCURIPE
580000,92,3,2,2,6304.35,JOAQUIM TAVORA
150000,64,3,2,1,2343.75,CIDADE DOS FUNCIONARIOS
750000,96,3,1,2,7812.5,COCO
700000,105,3,3,2,6666.67,VARJOTA
780000,112,3,4,3,6964.29,ENG LUCIANO CAVALCANTE
650000,80,2,3,2,8125.0,MEIRELES
199000,60,3,2,1,3316.67,SAO GERARDO
700000,106,3,3,2,6603.77,VARJOTA
658984,126,3,4,2,5230.03,PAPICU
399000,74,3,2,2,5391.89,CAMBEBA
660000,120,3,3,3,5500.0,MEIRELES
836965,79,3,3,2,10594.49,MEIRELES
370000,72,3,2,2,5138.89,ENG LUCIANO CAVALCANTE
245338,65,3,2,2,3774.43,PASSARE
450000,79,2,2,1,5696.2,MEIRELES
850000,152,3,5,3,5592.11,PARQUELANDIA
700000,99,3,3,2,7070.71,DIONISIO TORRES
320000,110,4,3,1,2909.09,PAPICU
170000,99,2,3,1,1717.17,MONTE CASTELO
280000,133,3,4,2,2105.26,PAPICU
158000,53,2,2,1,2981.13,LAGOA REDONDA
580000,128,3,4,2,4531.25,ALDEOTA
580000,128,3,4,2,4531.25,ALDEOTA
390000,73,3,3,2,5342.47,MEIRELES
470000,76,3,3,2,6184.21,ENG LUCIANO CAVALCANTE
791523,79,3,3,2,10019.28,ALDEOTA
650000,117,4,4,3,5555.56,MEIRELES
699000,98,3,3,2,7132.65,PATRIOLINO RIBEIRO
219000,56,2,1,2,3910.71,JOSE DE ALENCAR
630000,102,3,3,2,6176.47,CIDADE DOS FUNCIONARIOS
400000,69,3,1,2,5797.1,MEIRELES
510000,79,3,2,2,6455.7,FATIMA
560000,74,3,4,2,7567.57,PATRIOLINO RIBEIRO
320000,139,3,3,2,2302.16,COCO
525000,74,3,2,2,7094.59,ENG LUCIANO CAVALCANTE
470000,66,2,2,1,7121.21,MEIRELES
340000,70,2,2,1,4857.14,MUCURIPE
220000,110,3,3,1,2000.0,BENFICA
320000,132,3,3,2,2424.24,DIONISIO TORRES
401409,85,3,3,2,4722.46,PARANGABA
480000,64,3,3,2,7500.0,ENG LUCIANO CAVALCANTE
225000,55,2,2,2,4090.91,MESSEJANA
365000,124,3,4,2,2943.55,JOAQUIM TAVORA
240000,55,2,2,1,4363.64,JACARECANGA
950000,118,3,4,2,8050.85,ENG LUCIANO CAVALCANTE
450000,75,3,3,2,6000.0,CIDADE 2000
320000,59,2,1,2,5423.73,VARJOTA
674656,104,3,3,2,6487.08,COCO
500000,81,2,3,2,6172.84,EDSON QUEIROZ
364794,58,2,2,2,6289.55,PARQUE IRACEMA
490000,63,2,1,1,7777.78,PRAIA DO FUTURO
599476,86,3,3,2,6970.65,SAO GERARDO
230000,64,3,2,2,3593.75,ENG LUCIANO CAVALCANTE
950000,186,3,4,3,5107.53,MEIRELES
532452,84,3,2,1,6338.71,SAO GERARDO
749999,116,3,4,2,6465.51,PARQUE IRACEMA
199000,58,2,2,1,3431.03,PASSARE
369000,142,4,4,1,2598.59,PAPICU
550000,154,3,3,2,3571.43,ALDEOTA
760000,290,3,4,2,2620.69,PAPICU
1059000,130,3,4,3,8146.15,ALDEOTA
200000,64,3,2,1,3125.0,DAMAS
632000,94,3,2,2,6723.4,PRESIDENTE KENNEDY
275000,120,4,3,2,2291.67,PAPICU
220000,53,1,1,1,4150.94,PRAIA DE IRACEMA
580000,202,3,4,2,2871.29,DIONISIO TORRES
449999,82,3,3,2,5487.79,ENG LUCIANO CAVALCANTE
265000,73,3,2,2,3630.14,MESSEJANA
668000,100,3,4,2,6680.0,CENTRO
365000,140,3,3,2,2607.14,MEIRELES
450000,80,2,3,2,5625.0,COCO
499000,64,2,3,2,7796.88,MEIRELES
580000,102,3,4,2,5686.27,PATRIOLINO RIBEIRO
692000,80,3,1,2,8650.0,CENTRO
500000,70,3,2,2,7142.86,FATIMA
695000,100,2,1,2,6950.0,DE LOURDES
600000,131,3,1,2,4580.15,COCO
720000,156,3,4,3,4615.38,ALDEOTA
660000,105,3,3,2,6285.71,VARJOTA
689000,125,3,4,2,5512.0,ENG LUCIANO CAVALCANTE
460000,115,3,4,2,4000.0,COCO
650000,145,3,4,2,4482.76,COCO
390000,74,3,2,2,5270.27,PARQUE IRACEMA
640000,120,3,4,2,5333.33,SAO GERARDO
640000,120,3,4,2,5333.33,SAO GERARDO
759000,130,3,5,2,5838.46,PAPICU
380000,60,3,4,4,6333.33,EDSON QUEIROZ
600000,118,3,4,2,5084.75,DIONISIO TORRES
650000,122,3,4,2,5327.87,CIDADE DOS FUNCIONARIOS
250000,99,3,3,1,2525.25,PAPICU
750000,120,3,4,2,6250.0,PARQUELANDIA
750000,150,3,4,3,5000.0,ALDEOTA
320000,70,2,2,1,4571.43,MUCURIPE
345000,65,2,2,1,5307.69,CENTRO
135000,57,2,2,1,2368.42,PASSARE
540000,72,2,2,2,7500.0,PRAIA DE IRACEMA
1090000,146,3,3,3,7465.75,ENG LUCIANO CAVALCANTE
260000,65,3,2,1,4000.0,CIDADE DOS FUNCIONARIOS
285000,64,2,2,1,4453.12,PASSARE
630000,105,3,3,2,6000.0,CIDADE DOS FUNCIONARIOS
220000,60,3,2,1,3666.67,CIDADE DOS FUNCIONARIOS
660000,111,3,3,2,5945.95,ENG LUCIANO CAVALCANTE
340000,68,2,2,1,5000.0,PAPICU
269000,117,3,4,2,2299.15,PAPICU
900000,145,4,3,3,6206.9,COCO
333000,52,2,1,1,6403.85,ALVARO WEYNE
750000,130,3,5,2,5769.23,DE LOURDES
300000,128,4,2,2,2343.75,PAPICU
350000,60,3,2,2,5833.33,FATIMA
480000,218,5,5,2,2201.83,DIONISIO TORRES
369999,86,2,2,1,4302.31,ALDEOTA
750000,130,3,3,2,5769.23,PAPICU
165000,48,2,1,1,3437.5,MARAPONGA
475000,80,2,1,1,5937.5,MEIRELES
400000,170,3,1,2,2352.94,ALDEOTA
250000,48,2,1,1,5208.33,JOQUEI CLUBE
185000,64,3,2,1,2890.62,MARAPONGA
250000,70,3,2,1,3571.43,PASSARE
220000,49,2,1,1,4489.8,JOQUEI CLUBE
639999,93,3,3,2,6881.71,DIONISIO TORRES
265000,75,3,2,1,3533.33,CAMBEBA
500000,112,3,4,3,4464.29,ENG LUCIANO CAVALCANTE
662988,98,3,3,2,6765.18,COCO
150000,52,2,1,1,2884.62,MESSEJANA
325000,83,3,2,2,3915.66,PARQUE IRACEMA
250000,58,3,1,1,4310.34,PASSARE
141275,42,2,1,1,3363.69,MESSEJANA
830000,118,3,4,2,7033.9,DIONISIO TORRES
350000,88,3,3,1,3977.27,VARJOTA
475000,78,3,3,2,6089.74,PAPICU
540000,103,3,4,2,5242.72,ALDEOTA
460000,109,3,3,2,4220.18,COCO
480000,135,3,4,3,3555.56,PAPICU
540000,128,3,4,2,4218.75,MEIRELES
699999,160,4,5,3,4374.99,DIONISIO TORRES
730000,96,3,2,2,7604.17,COCO
380000,65,3,2,2,5846.15,ENG LUCIANO CAVALCANTE
450000,111,3,4,3,4054.05,PATRIOLINO RIBEIRO
650000,150,3,4,2,4333.33,ALDEOTA
420000,70,3,3,1,6000.0,MEIRELES
539000,94,3,2,2,5734.04,PRESIDENTE KENNEDY
350000,140,3,3,2,2500.0,PAPICU
750000,106,3,3,2,7075.47,VARJOTA
449999,140,4,4,3,3214.28,COCO
735000,97,3,4,2,7577.32,FATIMA
299999,55,2,2,1,5454.53,PRAIA DE IRACEMA
580000,115,3,4,2,5043.48,MEIRELES
210000,60,1,2,1,3500.0,PRAIA DO FUTURO
285000,57,2,2,2,5000.0,MESSEJANA
629999,111,3,4,2,5675.67,PATRIOLINO RIBEIRO
270000,107,3,1,1,2523.36,COCO
620000,88,3,4,2,7045.45,ALDEOTA
550000,162,3,5,3,3395.06,COCO
250000,91,3,2,1,2747.25,JOAQUIM TAVORA
250000,59,3,2,2,4237.29,PARQUE DOIS IRMAOS
380000,121,3,3,2,3140.5,COCO
350000,67,3,2,1,5223.88,FATIMA
385000,70,3,3,1,5500.0,MEIRELES
250000,83,3,1,1,3012.05,DIONISIO TORRES
199000,74,2,1,1,2689.19,FATIMA
454000,100,3,4,2,4540.0,FATIMA
330000,60,3,2,2,5500.0,PRESIDENTE KENNEDY
600000,136,3,5,2,4411.76,MEIRELES
790000,109,3,4,2,7247.71,ALDEOTA
600000,84,3,4,2,7142.86,ALDEOTA
480000,87,3,3,2,5517.24,CIDADE DOS FUNCIONARIOS
680000,171,3,4,3,3976.61,DIONISIO TORRES
700000,162,3,5,3,4320.99,MEIRELES
330000,65,3,3,2,5076.92,MARAPONGA
700000,117,3,4,3,5982.91,MEIRELES
750000,98,3,2,2,7653.06,COCO
140000,47,2,1,1,2978.72,MONDUBIM
730000,187,3,4,2,3903.74,DIONISIO TORRES
620000,86,2,3,2,7209.3,MUCURIPE
410000,70,3,3,2,5857.14,ENG LUCIANO CAVALCANTE
260000,72,2,1,1,3611.11,JOSE BONIFACIO
190000,60,3,2,2,3166.67,JACARECANGA
701513,77,2,3,2,9110.56,ENG LUCIANO CAVALCANTE
670000,137,3,3,3,4890.51,COCO
370000,110,3,3,2,3363.64,DIONISIO TORRES
450000,81,3,3,2,5555.56,EDSON QUEIROZ
620000,112,3,4,3,5535.71,PATRIOLINO RIBEIRO
350000,140,3,3,2,2500.0,DIONISIO TORRES
350000,63,2,1,1,5555.56,MEIRELES
419999,125,4,3,2,3359.99,PATRIOLINO RIBEIRO
259900,64,3,2,2,4060.94,PASSARE
300000,91,3,3,2,3296.7,JOAQUIM TAVORA
699000,106,3,3,2,6594.34,VARJOTA
410000,69,2,2,1,5942.03,PARQUE IRACEMA
499999,130,4,5,2,3846.15,DIONISIO TORRES
210000,60,3,2,1,3500.0,PASSARE
145000,53,2,2,1,2735.85,MONDUBIM
600000,96,3,2,2,6250.0,COCO
450000,65,2,2,2,6923.08,MEIRELES
580000,123,3,3,2,4715.45,ALDEOTA
228195,58,3,2,2,3934.4,PASSARE
252499,59,3,2,2,4279.64,PARANGABA
699000,107,3,3,2,6532.71,VARJOTA
160000,64,3,2,1,2500.0,PAPICU
499999,126,4,4,2,3968.25,COCO
700000,149,5,5,2,4697.99,ALDEOTA
700000,126,3,2,2,5555.56,ENG LUCIANO CAVALCANTE
750000,112,4,4,2,6696.43,COCO
200000,48,2,1,1,4166.67,PARANGABA
260000,63,3,1,2,4126.98,MONTESE
340000,92,3,3,2,3695.65,COCO
598000,70,2,2,2,8542.86,ENG LUCIANO CAVALCANTE
730000,92,3,3,2,7934.78,PATRIOLINO RIBEIRO
250000,65,2,2,1,3846.15,EDSON QUEIROZ
211000,52,2,1,1,4057.69,CAJAZEIRAS
499000,126,3,4,2,3960.32,ALDEOTA
850000,241,3,4,2,3526.97,ALDEOTA
280000,82,2,1,1,3414.63,PAPICU
320000,65,2,2,2,4923.08,SAO JOAO DO TAUAPE
450000,70,3,3,2,6428.57,ENG LUCIANO CAVALCANTE
650000,135,3,4,2,4814.81,MEIRELES
430000,101,3,3,1,4257.43,BENFICA
195000,64,3,2,1,3046.88,SAO GERARDO
478000,111,3,3,2,4306.31,ALDEOTA
450000,70,3,2,2,6428.57,ENG LUCIANO CAVALCANTE
220000,89,3,2,1,2471.91,PRAIA DO FUTURO
774000,123,3,5,2,6292.68,COCO
649999,92,4,4,2,7065.21,FATIMA
420000,120,3,1,2,3500.0,MONTESE
290226,54,2,2,2,5374.56,MARAPONGA
520000,72,3,3,2,7222.22,PATRIOLINO RIBEIRO
579999,153,4,4,3,3790.84,PATRIOLINO RIBEIRO
589000,95,3,2,2,6200.0,PARQUE IRACEMA
850000,152,3,5,3,5592.11,PARQUELANDIA
260000,60,3,3,2,4333.33,PATRIOLINO RIBEIRO
721000,95,3,3,2,7589.47,ALDEOTA
530000,127,3,4,2,4173.23,DE LOURDES
469000,88,2,3,2,5329.55,MANUEL DIAS BRANCO
539000,75,3,3,2,7186.67,MEIRELES
579999,127,4,4,2,4566.92,ALDEOTA
504570,73,3,2,2,6911.92,ENG LUCIANO CAVALCANTE
699000,93,3,3,2,7516.13,DIONISIO TORRES
600000,169,3,4,1,3550.3,COCO
440000,158,3,3,1,2784.81,COCO
447000,70,3,1,2,6385.71,ENG LUCIANO CAVALCANTE
400000,126,3,3,1,3174.6,COCO
190000,52,2,2,1,3653.85,DAMAS
450000,70,3,2,2,6428.57,CIDADE DOS FUNCIONARIOS
580000,130,3,3,2,4461.54,VARJOTA
535000,80,3,3,2,6687.5,MANUEL DIAS BRANCO
370000,110,3,3,2,3363.64,DIONISIO TORRES
470000,128,3,4,2,3671.88,COCO
650000,156,4,4,2,4166.67,MEIRELES
750080,188,3,4,2,3989.79,MEIRELES
480000,80,3,4,2,6000.0,PATRIOLINO RIBEIRO
255000,70,3,2,2,3642.86,ENG LUCIANO CAVALCANTE
290000,94,3,1,1,3085.11,DIONISIO TORRES
700000,92,3,3,2,7608.7,EDSON QUEIROZ
400000,85,3,3,2,4705.88,PARANGABA
450000,140,3,2,2,3214.29,ALDEOTA
449999,90,3,3,2,4999.99,PAPICU
260000,56,2,2,2,4642.86,JOSE DE ALENCAR
245000,75,3,1,1,3266.67,CAMBEBA
359999,55,2,2,1,6545.44,FATIMA
798000,119,4,4,2,6705.88,ENG LUCIANO CAVALCANTE
495000,67,3,2,2,7388.06,BENFICA
732000,79,3,2,2,9265.82,MEIRELES
225000,57,2,1,2,3947.37,MESSEJANA
220000,103,3,1,1,2135.92,MONTESE
470000,70,3,2,2,6714.29,ENG LUCIANO CAVALCANTE
450000,120,3,4,2,3750.0,COCO
320000,139,3,2,2,2302.16,COCO
170000,114,3,2,2,1491.23,PRAIA DO FUTURO
660000,111,3,3,2,5945.95,COCO
220000,63,3,2,1,3492.06,MARAPONGA
399000,108,3,2,2,3694.44,COCO
639999,96,3,4,2,6666.66,FATIMA
550000,107,4,3,2,5140.19,JOSE BONIFACIO
1080000,146,3,4,3,7397.26,ENG LUCIANO CAVALCANTE
300000,66,3,1,1,4545.45,MONTE CASTELO
650080,96,3,3,2,6771.67,COCO
530000,72,2,2,2,7361.11,CENTRO
558000,86,2,2,2,6488.37,MUCURIPE
550000,140,3,4,3,3928.57,COCO
310000,126,3,1,2,2460.32,DIONISIO TORRES
500000,95,3,3,2,5263.16,PARQUE IRACEMA
219000,58,3,2,1,3775.86,PASSARE
650000,64,3,3,2,10156.25,MEIRELES
560000,117,3,3,2,4786.32,SALINAS
480000,70,3,4,2,6857.14,PATRIOLINO RIBEIRO
300000,70,3,2,2,4285.71,PAPICU
790000,128,3,4,3,6171.88,ALDEOTA
535081,84,3,3,2,6370.01,MANUEL DIAS BRANCO
540000,74,3,3,2,7297.3,PATRIOLINO RIBEIRO
767875,96,3,3,2,7998.7,COCO
620000,123,3,4,3,5040.65,COCO
480000,192,3,4,2,2500.0,ALDEOTA
449999,152,4,3,1,2960.52,MEIRELES
450000,64,3,3,2,7031.25,ENG LUCIANO CAVALCANTE
590000,128,3,3,2,4609.38,ALDEOTA
499000,150,3,4,3,3326.67,PAPICU
250000,91,3,1,1,2747.25,FATIMA
510000,75,2,2,2,6800.0,FATIMA
840000,97,3,4,2,8659.79,DE LOURDES
